opid,speakername,item,itemLabel,born,year,month,day,sexLabel,dist
228611,Charlie Angus,http://www.wikidata.org/entity/Q2960818,Charlie Angus,1962-11-14,1962,11,14,male,0
217254,Charlie Angus,http://www.wikidata.org/entity/Q2960818,Charlie Angus,1962-11-14,1962,11,14,male,0
237047,Charlie Angus,http://www.wikidata.org/entity/Q2960818,Charlie Angus,1962-11-14,1962,11,14,male,0
217315,Charlie Angus,http://www.wikidata.org/entity/Q2960818,Charlie Angus,1962-11-14,1962,11,14,male,0
8682,Charmaine Borg,http://www.wikidata.org/entity/Q2961094,Charmaine Borg,1990-11-03,1990,11,3,female,0
113,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,1960-05-23,1960,5,23,female,0
218638,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,1960-05-23,1960,5,23,female,0
217034,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,1960-05-23,1960,5,23,female,0
234443,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,1960-05-23,1960,5,23,female,0
217477,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,1960-05-23,1960,5,23,female,0
237022,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,Cheryl Gallant,1960-05-23,1960,5,23,female,0
461,Chris Warkentin,http://www.wikidata.org/entity/Q2964888,Chris Warkentin,1978-11-20,1978,11,20,male,0
218374,Chris Warkentin,http://www.wikidata.org/entity/Q2964888,Chris Warkentin,1978-11-20,1978,11,20,male,0
447,Christian Ouellet,http://www.wikidata.org/entity/Q2965514,Christian Ouellet,1934-04-22,1934,4,22,male,0
448,Christian Paradis,http://www.wikidata.org/entity/Q2965525,Christian Paradis,1974-01-01,1974,1,1,male,0
112,Christiane Gagnon,http://www.wikidata.org/entity/Q2965764,Christiane Gagnon,1948-04-16,1948,4,16,female,0
277,Chuck Strahl,http://www.wikidata.org/entity/Q2967611,Chuck Strahl,1957-02-25,1957,2,25,male,0
675,Chungsen Leung,http://www.wikidata.org/entity/Q2967649,Chungsen Leung,1950-07-14,1950,7,14,male,0
14,Claude Bachand,http://www.wikidata.org/entity/Q2976931,Claude Bachand,1951-01-03,1951,1,3,male,0
419,Claude DeBellefeuille,http://www.wikidata.org/entity/Q2977252,Claude DeBellefeuille,1963-12-13,1963,12,13,female,0
588,Claude Gravelle,http://www.wikidata.org/entity/Q2977497,Claude Gravelle,1949-10-26,1949,10,26,male,0
569,Claude Guimond,http://www.wikidata.org/entity/Q2977524,Claude Guimond,1963-08-04,1963,8,4,male,0
8538,Claude Patry,http://www.wikidata.org/entity/Q2977930,Claude Patry,1953-01-10,1953,1,10,male,0
55,Colin Carrie,http://www.wikidata.org/entity/Q2982579,Colin Carrie,1962-04-11,1962,4,11,male,0
218080,Colin Carrie,http://www.wikidata.org/entity/Q2982579,Colin Carrie,1962-04-11,1962,4,11,male,0
218453,Colin Carrie,http://www.wikidata.org/entity/Q2982579,Colin Carrie,1962-04-11,1962,4,11,male,0
234435,Colin Carrie,http://www.wikidata.org/entity/Q2982579,Colin Carrie,1962-04-11,1962,4,11,male,0
217587,Colin Carrie,http://www.wikidata.org/entity/Q2982579,Colin Carrie,1962-04-11,1962,4,11,male,0
216658,Colin Carrie,http://www.wikidata.org/entity/Q2982579,Colin Carrie,1962-04-11,1962,4,11,male,0
441,Colin Mayes,http://www.wikidata.org/entity/Q2982636,Colin Mayes,1948-04-11,1948,4,11,male,0
8886,Corneliu Chisu,http://www.wikidata.org/entity/Q2997504,Corneliu Chisu,1949-02-13,1949,2,13,male,0
618,Leona Aglukkaq,http://www.wikidata.org/entity/Q299785,Leona Aglukkaq,1967-06-28,1967,6,28,female,0
9172,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
226921,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
217506,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
216450,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
218764,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
218173,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
218076,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
242594,Dan Albas,http://www.wikidata.org/entity/Q3013003,Dan Albas,1976-12-01,1976,12,1,male,0
197,Dan McTeague,http://www.wikidata.org/entity/Q3013143,Dan McTeague,1962-10-16,1962,10,16,male,0
8342,Daniel Paillé,http://www.wikidata.org/entity/Q3014520,Daniel Paillé,1950-04-01,1950,4,1,male,0
449,Daniel Petit,http://www.wikidata.org/entity/Q3014546,Daniel Petit,1948-09-27,1948,9,27,male,0
8505,Dany Morin,http://www.wikidata.org/entity/Q3015794,Dany Morin,1985-12-19,1985,12,19,male,0
178,Dave MacKenzie,http://www.wikidata.org/entity/Q3017193,Dave MacKenzie,1946-06-12,1946,6,12,male,0
214133,Dave MacKenzie,http://www.wikidata.org/entity/Q3017193,Dave MacKenzie,1946-06-12,1946,6,12,male,0
234462,Dave MacKenzie,http://www.wikidata.org/entity/Q3017193,Dave MacKenzie,1946-06-12,1946,6,12,male,0
237027,Dave MacKenzie,http://www.wikidata.org/entity/Q3017193,Dave MacKenzie,1946-06-12,1946,6,12,male,0
237020,Dave MacKenzie,http://www.wikidata.org/entity/Q3017193,Dave MacKenzie,1946-06-12,1946,6,12,male,0
458,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
214430,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
234421,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
217523,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
217802,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
239943,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
216787,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
217619,Dave Van Kesteren,http://www.wikidata.org/entity/Q3017287,Dave Van Kesteren,1955-10-07,1955,10,7,male,0
65,David Christopherson,http://www.wikidata.org/entity/Q3017669,David Christopherson,1954-10-05,1954,10,5,male,0
217310,David Christopherson,http://www.wikidata.org/entity/Q3017669,David Christopherson,1954-10-05,1954,10,5,male,0
238220,David Christopherson,http://www.wikidata.org/entity/Q3017669,David Christopherson,1954-10-05,1954,10,5,male,0
240538,David Christopherson,http://www.wikidata.org/entity/Q3017669,David Christopherson,1954-10-05,1954,10,5,male,0
193,David McGuinty,http://www.wikidata.org/entity/Q3018407,David McGuinty,1960-02-25,1960,2,25,male,0
214297,David McGuinty,http://www.wikidata.org/entity/Q3018407,David McGuinty,1960-02-25,1960,2,25,male,0
456,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
221287,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
216984,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
218487,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
217719,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
220528,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
216182,David Sweet,http://www.wikidata.org/entity/Q3018841,David Sweet,1957-06-24,1957,6,24,male,0
286,David Tilson,http://www.wikidata.org/entity/Q3018882,David Tilson,1941-03-19,1941,3,19,male,0
218294,David Tilson,http://www.wikidata.org/entity/Q3018882,David Tilson,1941-03-19,1941,3,19,male,0
216789,David Tilson,http://www.wikidata.org/entity/Q3018882,David Tilson,1941-03-19,1941,3,19,male,0
237010,David Tilson,http://www.wikidata.org/entity/Q3018882,David Tilson,1941-03-19,1941,3,19,male,0
5,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
219052,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
234733,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
234437,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
234412,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
216671,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
217783,Dean Allison,http://www.wikidata.org/entity/Q3020613,Dean Allison,1965-02-18,1965,2,18,male,0
1820,Denis Blanchette,http://www.wikidata.org/entity/Q3022554,Denis Blanchette,1956-09-04,1956,9,4,male,0
68,Denis Coderre,http://www.wikidata.org/entity/Q3022603,Denis Coderre,1963-07-25,1963,7,25,male,0
545,Denis Lebel,http://www.wikidata.org/entity/Q3022785,Denis Lebel,1954-05-26,1954,5,26,male,0
216725,Denis Lebel,http://www.wikidata.org/entity/Q3022785,Denis Lebel,1954-05-26,1954,5,26,male,0
1757,Denis Paradis,http://www.wikidata.org/entity/Q3022854,Denis Paradis,1949-04-01,1949,4,1,male,0
219527,Denis Paradis,http://www.wikidata.org/entity/Q3022854,Denis Paradis,1949-04-01,1949,4,1,male,0
405,Dennis Bevington,http://www.wikidata.org/entity/Q3023144,Dennis Bevington,1953-03-27,1953,3,27,male,0
167,Derek Lee,http://www.wikidata.org/entity/Q3023741,Derek Lee,1948-10-02,1948,10,2,male,0
605,Devinder Shory,http://www.wikidata.org/entity/Q3025485,Devinder Shory,1958-08-03,1958,8,3,male,0
2,Diane Ablonczy,http://www.wikidata.org/entity/Q3026184,Diane Ablonczy,1949-05-06,1949,5,6,female,0
41,Diane Bourgeois,http://www.wikidata.org/entity/Q3026188,Diane Bourgeois,1949-11-14,1949,11,14,female,0
102,Diane Finley,http://www.wikidata.org/entity/Q3026209,Diane Finley,1957-10-03,1957,10,3,female,0
56126,Diane Finley,http://www.wikidata.org/entity/Q3026209,Diane Finley,1957-10-03,1957,10,3,female,0
218146,Diane Finley,http://www.wikidata.org/entity/Q3026209,Diane Finley,1957-10-03,1957,10,3,female,0
166,Dominic LeBlanc,http://www.wikidata.org/entity/Q3034854,Dominic LeBlanc,1967-12-14,1967,12,14,male,0
223727,Dominic LeBlanc,http://www.wikidata.org/entity/Q3034854,Dominic LeBlanc,1967-12-14,1967,12,14,male,0
616,Don Davies,http://www.wikidata.org/entity/Q3035763,Don Davies,1963-01-16,1963,1,16,male,0
218942,Don Davies,http://www.wikidata.org/entity/Q3035763,Don Davies,1963-01-16,1963,1,16,male,0
615,Dona Cadman,http://www.wikidata.org/entity/Q3035960,Dona Cadman,1950-07-09,1950,7,9,female,0
610,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
219508,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
217761,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
234438,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
217676,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
216579,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
237019,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
218542,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,Earl Dreeshen,1953-07-09,1953,7,9,male,0
424,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
217758,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
234608,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
218539,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
229562,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
234403,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
245566,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
245455,Ed Fast,http://www.wikidata.org/entity/Q3047171,Ed Fast,1955-06-18,1955,6,18,male,0
584,Ed Holder,http://www.wikidata.org/entity/Q3047180,Ed Holder,1954-07-14,1954,7,14,male,0
155,Ed Komarnicki,http://www.wikidata.org/entity/Q3047182,Ed Komarnicki,1949-11-18,1949,11,18,male,0
9271,Emmanuel Dubourg,http://www.wikidata.org/entity/Q3052684,Emmanuel Dubourg,1958-12-26,1958,12,26,male,0
214685,Emmanuel Dubourg,http://www.wikidata.org/entity/Q3052684,Emmanuel Dubourg,1958-12-26,1958,12,26,male,0
219955,Emmanuel Dubourg,http://www.wikidata.org/entity/Q3052684,Emmanuel Dubourg,1958-12-26,1958,12,26,male,0
229567,Emmanuel Dubourg,http://www.wikidata.org/entity/Q3052684,Emmanuel Dubourg,1958-12-26,1958,12,26,male,0
36,France Bonsant,http://www.wikidata.org/entity/Q3080680,France Bonsant,1952-07-18,1952,7,18,female,0
1788,Francine Raynault,http://www.wikidata.org/entity/Q3081243,Francine Raynault,1945-03-09,1945,3,9,female,0
578,Frank Valeriote,http://www.wikidata.org/entity/Q3082841,Frank Valeriote,1954-08-15,1954,8,15,male,0
2703,François Choquette,http://www.wikidata.org/entity/Q3084255,François Choquette,1974-01-03,1974,1,3,male,0
217183,François Choquette,http://www.wikidata.org/entity/Q3084255,François Choquette,1974-01-03,1974,1,3,male,0
1781,François Pilon,http://www.wikidata.org/entity/Q3085579,François Pilon,1958-08-25,1958,8,25,male,0
1772,Françoise Boivin,http://www.wikidata.org/entity/Q3086415,Françoise Boivin,1960-06-11,1960,6,11,female,0
556,Gail Shea,http://www.wikidata.org/entity/Q3094373,Gail Shea,1959-04-06,1959,4,6,female,0
43,Garry Breitkreuz,http://www.wikidata.org/entity/Q3098474,Garry Breitkreuz,1945-10-21,1945,10,21,male,0
122,Gary Goodyear,http://www.wikidata.org/entity/Q3098557,Gary Goodyear,1958-03-10,1958,3,10,male,0
174,Gary Lunn,http://www.wikidata.org/entity/Q3098581,Gary Lunn,1957-05-08,1957,5,8,male,0
257,Gary Schellenberger,http://www.wikidata.org/entity/Q3098610,Gary Schellenberger,1943-09-15,1943,9,15,male,0
567,Justin Trudeau,http://www.wikidata.org/entity/Q3099714,Justin Trudeau,1971-12-25,1971,12,25,male,0
214115,Justin Trudeau,http://www.wikidata.org/entity/Q3099714,Justin Trudeau,1971-12-25,1971,12,25,male,0
242,Geoff Regan,http://www.wikidata.org/entity/Q3101057,Geoff Regan,1959-11-22,1959,11,22,male,0
214707,Geoff Regan,http://www.wikidata.org/entity/Q3101057,Geoff Regan,1959-11-22,1959,11,22,male,0
151,Gerald Keddy,http://www.wikidata.org/entity/Q3103893,Gerald Keddy,1953-02-15,1953,2,15,male,0
50,Gerry Byrne,http://www.wikidata.org/entity/Q3104325,Gerry Byrne,1966-09-27,1966,9,27,male,0
246,Gerry Ritz,http://www.wikidata.org/entity/Q3104348,Gerry Ritz,1951-08-19,1951,8,19,male,0
216676,Gerry Ritz,http://www.wikidata.org/entity/Q3104348,Gerry Ritz,1951-08-19,1951,8,19,male,0
218106,Gerry Ritz,http://www.wikidata.org/entity/Q3104348,Gerry Ritz,1951-08-19,1951,8,19,male,0
218401,Gerry Ritz,http://www.wikidata.org/entity/Q3104348,Gerry Ritz,1951-08-19,1951,8,19,male,0
464,Glen Pearson,http://www.wikidata.org/entity/Q3108688,Glen Pearson,1950-12-26,1950,12,26,male,0
46,Gord Brown,http://www.wikidata.org/entity/Q3110844,Gord Brown,1960-08-31,1960,8,31,male,0
214426,Gord Brown,http://www.wikidata.org/entity/Q3110844,Gord Brown,1960-08-31,1960,8,31,male,0
217589,Gord Brown,http://www.wikidata.org/entity/Q3110844,Gord Brown,1960-08-31,1960,8,31,male,0
218159,Gord Brown,http://www.wikidata.org/entity/Q3110844,Gord Brown,1960-08-31,1960,8,31,male,0
558,Greg Kerr,http://www.wikidata.org/entity/Q3116246,Greg Kerr,1947-10-08,1947,10,8,male,0
431,Michael Ignatieff,http://www.wikidata.org/entity/Q311684,Michael Ignatieff,1947-05-12,1947,5,12,male,0
10,Guy André,http://www.wikidata.org/entity/Q3121519,Guy André,1959-11-17,1959,11,17,male,0
1082,Guy Caron,http://www.wikidata.org/entity/Q3121631,Guy Caron,1968-05-13,1968,5,13,male,0
217230,Guy Caron,http://www.wikidata.org/entity/Q3121631,Guy Caron,1968-05-13,1968,5,13,male,0
235389,Guy Caron,http://www.wikidata.org/entity/Q3121631,Guy Caron,1968-05-13,1968,5,13,male,0
247386,Guy Caron,http://www.wikidata.org/entity/Q3121631,Guy Caron,1968-05-13,1968,5,13,male,0
163,Guy Lauzon,http://www.wikidata.org/entity/Q3121921,Guy Lauzon,1944-04-06,1944,4,6,male,0
216726,Guy Lauzon,http://www.wikidata.org/entity/Q3121921,Guy Lauzon,1944-04-06,1944,4,6,male,0
216120,Guy Lauzon,http://www.wikidata.org/entity/Q3121921,Guy Lauzon,1944-04-06,1944,4,6,male,0
234325,Guy Lauzon,http://www.wikidata.org/entity/Q3121921,Guy Lauzon,1944-04-06,1944,4,6,male,0
9341,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
217764,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
226920,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
224199,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
234454,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
216144,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
217679,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
218056,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
218743,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
216944,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
234316,Gérard Deltell,http://www.wikidata.org/entity/Q3123899,Gérard Deltell,1964-08-08,1964,8,8,male,0
109,Hedy Fry,http://www.wikidata.org/entity/Q3129348,Hedy Fry,1941-08-06,1941,8,6,female,0
219033,Hedy Fry,http://www.wikidata.org/entity/Q3129348,Hedy Fry,1941-08-06,1941,8,6,female,0
220102,Hedy Fry,http://www.wikidata.org/entity/Q3129348,Hedy Fry,1941-08-06,1941,8,6,female,0
1326,Hoang Mai,http://www.wikidata.org/entity/Q3138868,Hoang Mai,1973-06-14,1973,6,14,male,0
8558,Hélène Laverdière,http://www.wikidata.org/entity/Q3144797,Hélène Laverdière,1955-04-13,1955,4,13,female,0
219053,Hélène Laverdière,http://www.wikidata.org/entity/Q3144797,Hélène Laverdière,1955-04-13,1955,4,13,female,0
8551,Hélène LeBlanc,http://www.wikidata.org/entity/Q3144799,Hélène LeBlanc,1958-03-27,1958,3,27,female,0
440,Irene Mathyssen,http://www.wikidata.org/entity/Q3154320,Irene Mathyssen,1951-08-16,1951,8,16,female,0
218836,Irene Mathyssen,http://www.wikidata.org/entity/Q3154320,Irene Mathyssen,1951-08-16,1951,8,16,female,0
245621,Irene Mathyssen,http://www.wikidata.org/entity/Q3154320,Irene Mathyssen,1951-08-16,1951,8,16,female,0
8603,Isabelle Morin,http://www.wikidata.org/entity/Q3154992,Isabelle Morin,1985-02-14,1985,2,14,female,0
28,James Bezan,http://www.wikidata.org/entity/Q3160939,James Bezan,1965-05-19,1965,5,19,male,0
216251,James Bezan,http://www.wikidata.org/entity/Q3160939,James Bezan,1965-05-19,1965,5,19,male,0
235112,James Bezan,http://www.wikidata.org/entity/Q3160939,James Bezan,1965-05-19,1965,5,19,male,0
217971,James Bezan,http://www.wikidata.org/entity/Q3160939,James Bezan,1965-05-19,1965,5,19,male,0
216761,James Bezan,http://www.wikidata.org/entity/Q3160939,James Bezan,1965-05-19,1965,5,19,male,0
218755,James Bezan,http://www.wikidata.org/entity/Q3160939,James Bezan,1965-05-19,1965,5,19,male,0
175,James Lunney,http://www.wikidata.org/entity/Q3161231,James Lunney,1951-09-05,1951,9,5,male,0
208,James Moore,http://www.wikidata.org/entity/Q3161289,James Moore,1976-06-10,1976,6,10,male,0
239,James Rajotte,http://www.wikidata.org/entity/Q3161357,James Rajotte,1970-08-19,1970,8,19,male,0
8690,Jamie Nicholls,http://www.wikidata.org/entity/Q3161549,Jamie Nicholls,1971-10-15,1971,10,15,male,0
9199,Jasbir Sandhu,http://www.wikidata.org/entity/Q3162827,Jasbir Sandhu,1966-04-21,1966,4,21,male,0
152,Jason Kenney,http://www.wikidata.org/entity/Q3162959,Jason Kenney,1968-05-30,1968,5,30,male,0
224198,Jason Kenney,http://www.wikidata.org/entity/Q3162959,Jason Kenney,1968-05-30,1968,5,30,male,0
137,Jay Hill,http://www.wikidata.org/entity/Q3163235,Jay Hill,1952-12-27,1952,12,27,male,0
79,Jean-Claude D'Amours,http://www.wikidata.org/entity/Q3164924,Jean-Claude D'Amours,1972-12-19,1972,12,19,male,0
8589,Jean-François Fortin,http://www.wikidata.org/entity/Q3165606,Jean-François Fortin,1973-09-12,1973,9,12,male,0
8628,Jean-François Larose,http://www.wikidata.org/entity/Q3165724,Jean-François Larose,1972-04-15,1972,4,15,male,0
407,Jean-Pierre Blackburn,http://www.wikidata.org/entity/Q3169016,Jean-Pierre Blackburn,1948-07-06,1948,7,6,male,0
433,Jean-Yves Laforest,http://www.wikidata.org/entity/Q3170157,Jean-Yves Laforest,1949-06-13,1949,6,13,male,0
74,Jean Crowder,http://www.wikidata.org/entity/Q3171497,Jean Crowder,1952-07-07,1952,7,7,female,0
565,Jean Dorion,http://www.wikidata.org/entity/Q3171785,Jean Dorion,1942-08-17,1942,8,17,male,0
10368,Jean Rioux,http://www.wikidata.org/entity/Q3174346,Jean Rioux,1953-06-09,1953,6,9,male,0
224974,Jean Rioux,http://www.wikidata.org/entity/Q3174346,Jean Rioux,1953-06-09,1953,6,9,male,0
215972,Jean Rioux,http://www.wikidata.org/entity/Q3174346,Jean Rioux,1953-06-09,1953,6,9,male,0
229484,Jean Rioux,http://www.wikidata.org/entity/Q3174346,Jean Rioux,1953-06-09,1953,6,9,male,0
234515,Jean Rioux,http://www.wikidata.org/entity/Q3174346,Jean Rioux,1953-06-09,1953,6,9,male,0
242560,Jean Rioux,http://www.wikidata.org/entity/Q3174346,Jean Rioux,1953-06-09,1953,6,9,male,0
1766,Jean Rousseau,http://www.wikidata.org/entity/Q3174451,Jean Rousseau,1961-06-23,1961,6,23,male,0
302,Jeff Watson,http://www.wikidata.org/entity/Q3176612,Jeff Watson,1971-03-25,1971,3,25,male,0
165,Jack Layton,http://www.wikidata.org/entity/Q317842,Jack Layton,1950-07-18,1950,7,18,male,0
1,Jim Abbott,http://www.wikidata.org/entity/Q3178720,Jim Abbott,1942-08-18,1942,8,18,male,0
9087,Jim Hillyer,http://www.wikidata.org/entity/Q3178831,Jim Hillyer,1974-07-08,1974,7,8,male,0
150,Jim Karygiannis,http://www.wikidata.org/entity/Q3178858,Jim Karygiannis,1955-05-02,1955,5,2,male,0
9166,Jinny Sims,http://www.wikidata.org/entity/Q3179235,Jinny Sims,1952-06-07,1952,6,7,female,0
69,Joe Comartin,http://www.wikidata.org/entity/Q3180028,Joe Comartin,1947-12-26,1947,12,26,male,0
8737,Joe Daniel,http://www.wikidata.org/entity/Q3180041,Joe Daniel,1954-12-05,1954,12,5,male,0
237,Joe Preston,http://www.wikidata.org/entity/Q3180157,Joe Preston,1955-06-14,1955,6,14,male,0
298,Joe Volpe,http://www.wikidata.org/entity/Q3180208,Joe Volpe,1947-09-21,1947,9,21,male,0
83,Johanne Deschamps,http://www.wikidata.org/entity/Q3180686,Johanne Deschamps,1959-04-02,1959,4,2,female,0
52,John Cannis,http://www.wikidata.org/entity/Q3181184,John Cannis,1951-11-04,1951,11,4,male,0
704,John Carmichael,http://www.wikidata.org/entity/Q3181201,John Carmichael,1952-02-14,1952,2,14,male,0
77,John Cummins,http://www.wikidata.org/entity/Q3181299,John Cummins,1942-03-12,1942,3,12,male,0
95,John Duncan,http://www.wikidata.org/entity/Q3181387,John Duncan,1948-12-19,1948,12,19,male,0
191,John McCallum,http://www.wikidata.org/entity/Q3182037,John McCallum,1950-04-09,1950,4,9,male,0
214209,John McCallum,http://www.wikidata.org/entity/Q3182037,John McCallum,1950-04-09,1950,4,9,male,0
195,John McKay,http://www.wikidata.org/entity/Q3182063,John McKay,1948-03-21,1948,3,21,male,0
219872,John McKay,http://www.wikidata.org/entity/Q3182063,John McKay,1948-03-21,1948,3,21,male,0
234722,John McKay,http://www.wikidata.org/entity/Q3182063,John McKay,1948-03-21,1948,3,21,male,0
229554,John McKay,http://www.wikidata.org/entity/Q3182063,John McKay,1948-03-21,1948,3,21,male,0
8582,Jonathan Genest-Jourdain,http://www.wikidata.org/entity/Q3183377,Jonathan Genest-Jourdain,1979-07-16,1979,7,16,male,0
1837,Jonathan Tremblay,http://www.wikidata.org/entity/Q3183486,Jonathan Tremblay,1984-11-15,1984,11,15,male,0
571,Josée Beaudin,http://www.wikidata.org/entity/Q3186627,Josée Beaudin,1961-12-20,1961,12,20,female,0
459,Josée Verner,http://www.wikidata.org/entity/Q3186643,Josée Verner,1959-12-30,1959,12,30,female,0
268,Joy Smith,http://www.wikidata.org/entity/Q3187208,Joy Smith,1947-02-20,1947,2,20,female,0
550,Joyce Murray,http://www.wikidata.org/entity/Q3187235,Joyce Murray,1954-07-11,1954,7,11,female,0
220085,Joyce Murray,http://www.wikidata.org/entity/Q3187235,Joyce Murray,1954-07-11,1954,7,11,female,0
229525,Joyce Murray,http://www.wikidata.org/entity/Q3187235,Joyce Murray,1954-07-11,1954,7,11,female,0
234734,Joyce Murray,http://www.wikidata.org/entity/Q3187235,Joyce Murray,1954-07-11,1954,7,11,female,0
246421,Joyce Murray,http://www.wikidata.org/entity/Q3187235,Joyce Murray,1954-07-11,1954,7,11,female,0
246420,Joyce Murray,http://www.wikidata.org/entity/Q3187235,Joyce Murray,1954-07-11,1954,7,11,female,0
260,Judy Sgro,http://www.wikidata.org/entity/Q3188045,Judy Sgro,1944-12-16,1944,12,16,female,0
220250,Judy Sgro,http://www.wikidata.org/entity/Q3188045,Judy Sgro,1944-12-16,1944,12,16,female,0
